player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Hill, Taysom",TE,NOS,NA,3.5,2.7,22,NA,NA,0.2,0,8.1,NA,NA,FantasySharks,13424,NA,30,0.3,NA,NA,NA,NA,NA,@ATL,0.5,0.1,0,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schultz, Dalton",TE,HOU,NA,6.1,4,47,NA,NA,0.5,0.1,7.7,NA,NA,FantasySharks,13772,NA,0,0,NA,NA,NA,NA,NA,JAC,1.2,0.3,0.1,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Likely, Isaiah",TE,BAL,NA,6.2,4.2,48,NA,NA,0.4,0,7.3,NA,NA,FantasySharks,15798,NA,0.1,0,NA,NA,NA,NA,NA,@LAC,1,0.2,0.2,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferguson, Jake",TE,DAL,NA,6.2,4.2,42,NA,NA,0.5,0,7.1,NA,NA,FantasySharks,15799,NA,0,0,NA,NA,NA,NA,NA,WAS,1.8,0.4,0.1,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LaPorta, Sam",TE,DET,NA,6.1,4.4,43,NA,NA,0.4,0,6.9,NA,NA,FantasySharks,16214,NA,0,0,NA,NA,NA,NA,NA,GBP,0.7,0.1,0.1,0,0.1,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kmet, Cole",TE,CHI,NA,5.6,4.3,41,NA,NA,0.4,0,6.6,NA,NA,FantasySharks,14867,NA,0,0,NA,NA,NA,NA,NA,@MIN,1,0.2,0.2,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Njoku, David",TE,CLE,NA,7.9,5,49,NA,NA,0.3,0.1,6.6,NA,NA,FantasySharks,13192,NA,-0.2,0,NA,NA,NA,NA,NA,@DEN,1.6,0.1,0.2,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kincaid, Dalton",TE,BUF,NA,5.8,4.7,42,NA,NA,0.3,0.1,6,NA,NA,FantasySharks,16213,NA,0,0,NA,NA,NA,NA,NA,@PHI,0.6,0.1,0.1,0.2,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McBride, Trey",TE,ARI,NA,6,4.5,47,NA,NA,0.2,0,5.9,NA,NA,FantasySharks,15794,NA,0,0,NA,NA,NA,NA,NA,LAR,0.4,0.1,0.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitts, Kyle",TE,ATL,NA,7.2,4,50,NA,NA,0.1,0,5.8,NA,NA,FantasySharks,15329,NA,-0.2,0,NA,NA,NA,NA,NA,NOS,0.7,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Juwan",TE,NOS,NA,3.7,2.6,24,NA,NA,0.3,0,5.3,NA,NA,FantasySharks,14861,NA,5,0.1,NA,NA,NA,NA,NA,@ATL,0.7,0.2,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Engram, Evan",TE,JAC,NA,7.9,5.7,48,NA,NA,0.1,0.1,5.2,NA,NA,FantasySharks,13189,NA,0,0,NA,NA,NA,NA,NA,@HOU,0.5,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jonnu",TE,ATL,NA,4.6,3.6,41,NA,NA,0.2,0.1,5.2,NA,NA,FantasySharks,13193,NA,0.1,0,NA,NA,NA,NA,NA,NOS,0.6,0.1,0,0,0,0,0.1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otton, Cade",TE,TBB,NA,6,3.8,34,NA,NA,0.3,0.1,5.1,NA,NA,FantasySharks,15802,NA,0,0,NA,NA,NA,NA,NA,@IND,1.2,0.2,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Logan",TE,WAS,NA,6.4,4.3,40,NA,NA,0.2,0.1,5.1,NA,NA,FantasySharks,11647,NA,0,0,NA,NA,NA,NA,NA,@DAL,0.9,0.2,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,PHI,NA,4.6,3.4,37,NA,NA,0.1,0,4.5,NA,NA,FantasySharks,15541,NA,0,0,NA,NA,NA,NA,NA,BUF,0.6,0.1,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,LAC,NA,4,2.7,26,NA,NA,0.3,0,4.5,NA,NA,FantasySharks,13236,NA,0,0,NA,NA,NA,NA,NA,BAL,0.7,0.2,0.1,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ertz, Zach",TE,ARI,NA,5.6,3.8,33,NA,NA,0.2,0,4.4,NA,NA,FantasySharks,11247,NA,0,0,NA,NA,NA,NA,NA,LAR,0.7,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freiermuth, Pat",TE,PIT,NA,5.4,3.5,33,NA,NA,0.2,0,4.3,NA,NA,FantasySharks,15331,NA,0,0,NA,NA,NA,NA,NA,@CIN,0.8,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Hunter",TE,NEP,NA,4.2,2.7,30,NA,NA,0.2,0,4.2,NA,NA,FantasySharks,12676,NA,0,0,NA,NA,NA,NA,NA,@NYG,0.4,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox, Dawson",TE,BUF,NA,4,2.7,25,NA,NA,0.2,0.1,3.9,NA,NA,FantasySharks,14143,NA,0,0,NA,NA,NA,NA,NA,@PHI,0.7,0.1,0,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conklin, Tyler",TE,NYJ,NA,5.1,3.6,37,NA,NA,0,0,3.9,NA,NA,FantasySharks,13675,NA,0.1,0,NA,NA,NA,NA,NA,MIA,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",TE,NYG,NA,3.8,2.9,31,NA,NA,0.1,0,3.8,NA,NA,FantasySharks,15873,NA,0.1,0,NA,NA,NA,NA,NA,NEP,0.3,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higbee, Tyler",TE,LAR,NA,5.2,3.3,32,NA,NA,0.1,0,3.7,NA,NA,FantasySharks,12678,NA,0,0,NA,NA,NA,NA,NA,@ARI,0.5,0.1,0,0,0,0,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayer, Michael",TE,LVR,NA,3.3,2.2,27,NA,NA,0.1,0,3.6,NA,NA,FantasySharks,16212,NA,0,0,NA,NA,NA,NA,NA,KCC,0.5,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okonkwo, Chigoziem",TE,TEN,NA,4.5,2.9,27,NA,NA,0.1,0,3.3,NA,NA,FantasySharks,15889,NA,0,0,NA,NA,NA,NA,NA,CAR,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fant, Noah",TE,SEA,NA,2.8,2.1,23,NA,NA,0.1,0,2.9,NA,NA,FantasySharks,14137,NA,0,0,NA,NA,NA,NA,NA,SFO,0.3,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tremble, Tommy",TE,CAR,NA,2.1,1.2,9,NA,NA,0.3,0,2.8,NA,NA,FantasySharks,15332,NA,0,0,NA,NA,NA,NA,NA,@TEN,0.6,0.3,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parham, Donald",TE,LAC,NA,2.7,1.6,16,NA,NA,0.2,0,2.8,NA,NA,FantasySharks,14341,NA,0,0,NA,NA,NA,NA,NA,BAL,0.8,0.2,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",TE,MIN,NA,2.4,2.1,15,NA,NA,0.2,0.1,2.7,NA,NA,FantasySharks,14209,NA,0,0,NA,NA,NA,NA,NA,CHI,0.5,0.2,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alie-Cox, Mo",TE,IND,NA,2.6,1.5,18,NA,NA,0.1,0,2.5,NA,NA,FantasySharks,13246,NA,0,0,NA,NA,NA,NA,NA,TBB,0.3,0,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.8,1.5,14,NA,NA,0.2,0,2.5,NA,NA,FantasySharks,15626,NA,0,0,NA,NA,NA,NA,NA,GBP,0.2,0,0,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurst, Hayden",TE,CAR,NA,3,1.7,17,NA,NA,0.1,0,2.4,NA,NA,FantasySharks,13680,NA,0,0,NA,NA,NA,NA,NA,@TEN,0.4,0.1,0,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,MIA,NA,2.7,2,19,NA,NA,0.1,0.1,2.3,NA,NA,FantasySharks,13676,NA,0,0,NA,NA,NA,NA,NA,@NYJ,0.4,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granson, Kylen",TE,IND,NA,3.7,2,20,NA,NA,0,0,2.2,NA,NA,FantasySharks,15419,NA,0,0,NA,NA,NA,NA,NA,TBB,0.5,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulcich, Greg",TE,DEN,NA,2.3,1.5,16,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,15797,NA,0,0,NA,NA,NA,NA,NA,CLE,0.2,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Noah",TE,KCC,NA,2,1.5,17,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,15337,NA,0.1,0,NA,NA,NA,NA,NA,@LVR,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kolar, Charlie",TE,BAL,NA,2.6,1.7,18,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,15795,NA,0.1,0,NA,NA,NA,NA,NA,@LAC,0.5,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gesicki, Mike",TE,NEP,NA,2.7,1.7,15,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,13672,NA,0,0,NA,NA,NA,NA,NA,@NYG,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan, Brevin",TE,HOU,NA,2.3,1.5,17,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,15330,NA,0,0,NA,NA,NA,NA,NA,JAC,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pruitt, MyCole",TE,ATL,NA,1.7,1,10,NA,NA,0.2,0,2,NA,NA,FantasySharks,12309,NA,0,0,NA,NA,NA,NA,NA,NOS,0.7,0.2,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,2.6,1.8,17,NA,NA,0.1,0,2,NA,NA,FantasySharks,15344,NA,0,0,NA,NA,NA,NA,NA,@DAL,0.2,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith Jr., Irv",TE,CIN,NA,3,2.1,16,NA,NA,0.1,0.1,1.9,NA,NA,FantasySharks,14141,NA,0,0,NA,NA,NA,NA,NA,PIT,0.6,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dissly, Will",TE,SEA,NA,2,1.5,16,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,13763,NA,0,0,NA,NA,NA,NA,NA,SFO,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uzomah, C.J.",TE,NYJ,NA,2.3,1.5,13,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,12317,NA,0,0,NA,NA,NA,NA,NA,MIA,0.3,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoonmaker, Luke",TE,DAL,NA,1.6,0.7,6,NA,NA,0.2,0,1.8,NA,NA,FantasySharks,16221,NA,0,0,NA,NA,NA,NA,NA,WAS,0.5,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cager, Lawrence",TE,NYG,NA,1.6,1.2,11,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,15041,NA,0,0,NA,NA,NA,NA,NA,NEP,0.2,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, James",TE,DET,NA,1,1,10,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,15909,NA,0,0,NA,NA,NA,NA,NA,GBP,0.1,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreau, Foster",TE,NOS,NA,1.3,1,11,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,14239,NA,2,0,NA,NA,NA,NA,NA,@ATL,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",TE,DEN,NA,2.1,1.4,11,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,14870,NA,0,0,NA,NA,NA,NA,NA,CLE,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,1.9,1.2,14,NA,NA,0,0,1.6,NA,NA,FantasySharks,15800,NA,1,0,NA,NA,NA,NA,NA,@CIN,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,1.6,1.3,12,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,15335,NA,0,0,NA,NA,NA,NA,NA,@HOU,0.1,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hudson, Tanner",TE,CIN,NA,1.9,1.3,14,NA,NA,0,0,1.4,NA,NA,FantasySharks,14370,NA,0,0,NA,NA,NA,NA,NA,PIT,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinson, Colby",TE,SEA,NA,2,1.3,14,NA,NA,0,0,1.4,NA,NA,FantasySharks,14871,NA,0,0,NA,NA,NA,NA,NA,SFO,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,LVR,NA,1.8,1.4,14,NA,NA,0,0,1.4,NA,NA,FantasySharks,12677,NA,0,0,NA,NA,NA,NA,NA,KCC,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,CLE,NA,2,1.2,7,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,14875,NA,1,0,NA,NA,NA,NA,NA,@DEN,0.4,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Ian",TE,CAR,NA,2.1,1.3,13,NA,NA,0,0,1.4,NA,NA,FantasySharks,13678,NA,0,0,NA,NA,NA,NA,NA,@TEN,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hendershot, Peyton",TE,DAL,NA,1.4,0.7,6,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,16000,NA,0.1,0,NA,NA,NA,NA,NA,WAS,0.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wesco, Trevon",TE,TEN,NA,2.1,1.2,13,NA,NA,0,0,1.4,NA,NA,FantasySharks,14231,NA,-0.1,0,NA,NA,NA,NA,NA,CAR,0.4,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sample, Drew",TE,CIN,NA,1.7,1.2,8,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,14146,NA,0,0,NA,NA,NA,NA,NA,PIT,0,0,0,0.1,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,1.2,1.2,12,NA,NA,0,0,1.2,NA,NA,FantasySharks,13940,NA,0,0,NA,NA,NA,NA,NA,CHI,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Jelani",TE,IND,NA,1.4,0.6,10,NA,NA,0,0,1.1,NA,NA,FantasySharks,15840,NA,0,0,NA,NA,NA,NA,NA,TBB,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akins, Jordan",TE,CLE,NA,2.2,1.2,10,NA,NA,0,0,1.1,NA,NA,FantasySharks,13753,NA,0,0,NA,NA,NA,NA,NA,@DEN,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilcox, Mitchell",TE,CIN,NA,2,1.3,10,NA,NA,0,0,1.1,NA,NA,FantasySharks,15563,NA,0,0,NA,NA,NA,NA,NA,PIT,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,1.9,0.9,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,16220,NA,0,0,NA,NA,NA,NA,NA,TBB,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kraft, Tucker",TE,GBP,NA,1.6,1.2,10,NA,NA,0,0,1.1,NA,NA,FantasySharks,16222,NA,0,0,NA,NA,NA,NA,NA,@DET,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonyan, Robert",TE,CHI,NA,1.8,1.2,10,NA,NA,0,0,1,NA,NA,FantasySharks,13427,NA,0,0,NA,NA,NA,NA,NA,@MIN,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kieft, Ko",TE,TBB,NA,1.9,1,8,NA,NA,0,0,1,NA,NA,FantasySharks,15929,NA,0,0,NA,NA,NA,NA,NA,@IND,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Brycen",TE,LAR,NA,1.1,0.7,10,NA,NA,0,0,1,NA,NA,FantasySharks,14868,NA,0,0,NA,NA,NA,NA,NA,@ARI,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.6,0.5,5,NA,NA,0.1,0,0.9,NA,NA,FantasySharks,8269,NA,0,0,NA,NA,NA,NA,NA,@MIN,0.1,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swaim, Geoff",TE,ARI,NA,1.3,1.2,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,12378,NA,0,0,NA,NA,NA,NA,NA,LAR,0.4,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",TE,PIT,NA,1.7,1,8,NA,NA,0,0,0.9,NA,NA,FantasySharks,16216,NA,0,0,NA,NA,NA,NA,NA,@CIN,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",TE,GBP,NA,1.2,0.9,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,16483,NA,0,0,NA,NA,NA,NA,NA,@DET,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sokol, Matt",TE,NEP,NA,1.3,0.8,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,15213,NA,0,0,NA,NA,NA,NA,NA,@NYG,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calcaterra, Grant",TE,PHI,NA,1.2,0.7,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,15804,NA,0,0,NA,NA,NA,NA,NA,BUF,0.4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turner, Cole",TE,WAS,NA,1.2,0.8,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,15803,NA,0,0,NA,NA,NA,NA,NA,@DAL,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,SFO,NA,0.7,0.4,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,14984,NA,0,0,NA,NA,NA,NA,NA,@SEA,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,HOU,NA,1.4,0.6,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,13315,NA,0,0,NA,NA,NA,NA,NA,JAC,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,0.9,0.7,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,15796,NA,0,0,NA,NA,NA,NA,NA,MIA,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
